investor,green_focus,investor_type,betweenness,degree,total_deals,n_green_neighbors,n_trad_neighbors,cross_type,bridge_score
Idom,GREEN_VC,GVC,0.0,5,2,1,4,True,0.0
Zhuzhou SAH Innovation & Entrepreneur Investment,GREEN_VC,GVC,0.0,2,2,2,0,False,0.0
Abdo Partners,TRADITIONAL,OTHER,0.0,2,2,1,1,True,0.0
Frank Yeary,TRADITIONAL,GVC,0.0,15,1,11,4,True,0.0
Magna International,TRADITIONAL,GVC,0.0,1,2,0,1,False,0.0
Fosun Venture Capital Investment,GREEN_VC,CVC,0.0,3,1,3,0,False,0.0
SVOLT Investment,GREEN_VC,GVC,0.0,1,2,0,1,False,0.0
New Ventures BC,TRADITIONAL,OTHER,0.0,4,9,3,1,True,0.0
21st by CentraleSupélec,GREEN_VC,GVC,0.0,1,12,0,1,False,0.0
FoundHer Labs,ESG_ALIGNED,OTHER,0.0,6,1,3,3,True,0.0
Fortress Investment Group,TRADITIONAL,IVC,0.0,1,1,1,0,False,0.0
Fortson VC,TRADITIONAL,IVC,0.0,11,1,6,5,True,0.0
FortySix Capital,TRADITIONAL,OTHER,0.0,3,1,2,0,False,0.0
British Gas,TRADITIONAL,GVC,0.0,2,2,2,0,False,0.0
Found Capital,TRADITIONAL,Angel_Network,0.0,5,1,4,1,True,0.0
Washington Maritime Blue,GREEN_VC,GVC,0.0,1,8,1,0,False,0.0
Four Light Ventures,TRADITIONAL,IVC,0.0,4,1,3,1,True,0.0
SVE Capital,GREEN_VC,IVC,0.0,3,2,2,1,True,0.0
Frank Dopheide,GREEN_VC,GVC,0.0,7,1,6,1,True,0.0
Frank Gana,GREEN_VC,GVC,0.0,7,1,7,0,False,0.0
Frank Gore,GREEN_VC,GVC,0.0,8,1,3,5,True,0.0
Frank Hinek,GREEN_VC,GVC,0.0,13,1,10,3,True,0.0
Future Forest Initiative,GREEN_VC,GVC,0.0,1,9,0,1,False,0.0
Frank Phuan,TRADITIONAL,OTHER,0.0,4,1,3,0,False,0.0
Active Partners,TRADITIONAL,IVC,0.0,3,2,3,0,False,0.0
Fritsch,GREEN_VC,GVC,0.0,4,1,2,2,True,0.0
Gold Standard,GREEN_VC,GVC,0.0,4,1,4,0,False,0.0
ePlant,GREEN_VC,OTHER,0.0,1,2,1,0,False,0.0
University Of Cape Town,TRADITIONAL,University_VC,0.0,2,2,2,0,False,0.0
Shape Capital,GREEN_VC,OTHER,0.0,6,2,4,2,True,0.0
Hannan Happi,GREEN_VC,GVC,0.0,8,1,7,1,True,0.0
Hans Hubschneider,GREEN_VC,GVC,0.0,8,2,6,2,True,0.0
Hanwha Impact,GREEN_VC,GVC,0.0,4,1,2,2,True,0.0
Hans-Peter Bichelmeier,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
elea Foundation,GREEN_VC,Impact_VC,0.0,6,2,5,1,True,0.0
StartUp Fund Joensuu,GREEN_VC,GVC,0.0,5,2,4,1,True,0.0
North Energy,GREEN_VC,GVC,0.0,7,2,5,2,True,0.0
Harizury,TRADITIONAL,IVC,0.0,3,1,2,1,True,0.0
Hat-trick Capital,TRADITIONAL,IVC,0.0,4,1,0,4,False,0.0
Hass Partners Holdings,TRADITIONAL,OTHER,0.0,3,1,1,2,True,0.0
Fama Ventures,TRADITIONAL,OTHER,0.0,1,2,0,1,False,0.0
RElab,GREEN_VC,GVC,0.0,1,2,1,0,False,0.0
GINCO Investments,GREEN_VC,GVC,0.0,2,2,1,0,False,0.0
Karri Isomer,GREEN_VC,GVC,0.0,10,2,6,4,True,0.0
Hartley Richardson,GREEN_VC,GVC,0.0,3,1,3,0,False,0.0
Blue Horse Capital,TRADITIONAL,OTHER,0.0,1,2,1,0,False,0.0
Farasis Energy Investment,GREEN_VC,OTHER,0.0,2,2,1,1,True,0.0
Harinder Arya,GREEN_VC,GVC,0.0,9,1,7,2,True,0.0
SIAT Institute,TRADITIONAL,OTHER,0.0,1,2,1,0,False,0.0
Hard Money Collective,GREEN_VC,OTHER,0.0,13,1,10,3,True,0.0
FFG Austrian Research Promotion Agency,GREEN_VC,GVC,0.0,4,2,4,0,False,0.0
Heliocentris Academia International,GREEN_VC,IVC,0.0,4,1,3,1,True,0.0
Indus Homes Pvt. Ltd.,TRADITIONAL,OTHER,0.0,13,2,5,7,True,0.0
ABB,TRADITIONAL,GVC,0.0,2,2,2,0,False,0.0
Helia Capital USA,GREEN_VC,OTHER,0.0,4,1,1,3,True,0.0
Heinzel Group,GREEN_VC,GVC,0.0,9,1,4,5,True,0.0
Heirloom Investment Management,GREEN_VC,IVC,0.0,7,1,2,5,True,0.0
Helder Ventures,TRADITIONAL,OTHER,0.0,4,1,2,1,True,0.0
Helen Min,TRADITIONAL,IVC,0.0,15,1,5,10,True,0.0
Northwestern University,TRADITIONAL,University_VC,0.0,1,7,0,1,False,0.0
Harbright Ventures,GREEN_VC,IVC,0.0,4,1,2,2,True,0.0
SIDBI Venture Capital,GREEN_VC,GVC,0.0,1,2,1,0,False,0.0
Hatchip Capital,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Hatcheri Capital,TRADITIONAL,IVC,0.0,1,1,1,0,False,0.0
dock3,TRADITIONAL,OTHER,0.0,1,3,1,0,False,0.0
Harambeans,GREEN_VC,OTHER,0.0,3,1,2,1,True,0.0
Blue InCube,GREEN_VC,IVC,0.0,3,2,2,1,True,0.0
Harbinger Venture Management,TRADITIONAL,IVC,0.0,3,1,2,1,True,0.0
Hillfarrance,GREEN_VC,GVC,0.0,4,2,0,4,False,0.0
Guy Vantresca,GREEN_VC,GVC,0.0,9,1,8,1,True,0.0
Green Brother,GREEN_VC,OTHER,0.0,2,3,2,0,False,0.0
Helix Collective,ESG_ALIGNED,OTHER,0.0,3,1,3,0,False,0.0
Green Add Venture,GREEN_VC,GVC,0.0,2,1,2,0,False,0.0
Renai Capital,GREEN_VC,GVC,0.0,3,2,3,0,False,0.0
Greenpact,GREEN_VC,GVC,0.0,2,1,2,0,False,0.0
SoGal Ventures,GREEN_VC,IVC,0.0,4,2,1,3,True,0.0
Grand Oaks Capital,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Green.er,GREEN_VC,OTHER,0.0,2,1,1,1,True,0.0
Zions Bank,TRADITIONAL,Bank_VC,0.0,11,2,4,6,True,0.0
Green Impact Partners,GREEN_VC,OTHER,0.0,2,1,1,1,True,0.0
C&Venture Partners,GREEN_VC,IVC,0.0,1,2,1,0,False,0.0
Québec Tech,GREEN_VC,GVC,0.0,1,7,0,1,False,0.0
Green Science Alliance,GREEN_VC,OTHER,0.0,2,1,2,0,False,0.0
Slingshot Ventures,TRADITIONAL,IVC,0.0,3,2,2,0,False,0.0
Fenghou Capital,TRADITIONAL,OTHER,0.0,1,2,0,1,False,0.0
Grand Challenges Canada,GREEN_VC,GVC,0.0,3,2,1,2,True,0.0
Good News Ventures,TRADITIONAL,IVC,0.0,3,1,1,2,True,0.0
Panasonic Ignition,GREEN_VC,CVC,0.0,1,8,1,0,False,0.0
Goodoing,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
North Carolina Biotechnology Center,GREEN_VC,GVC,0.0,2,2,1,1,True,0.0
UK Business Angels Association,TRADITIONAL,OTHER,0.0,1,2,0,1,False,0.0
Goldwin Venture Partners,GREEN_VC,OTHER,0.0,8,1,1,7,True,0.0
Greenleaf Ventures,TRADITIONAL,IVC,0.0,5,1,3,2,True,0.0
G&W Electric,TRADITIONAL,GVC,0.0,1,2,1,0,False,0.0
Star Ventures,TRADITIONAL,OTHER,0.0,3,2,1,2,True,0.0
SkyWest,GREEN_VC,GVC,0.0,11,2,3,8,True,0.0
Nanning Industrial Investment Group,GREEN_VC,GVC,0.0,2,2,2,0,False,0.0
Great Mountain Partners,TRADITIONAL,IVC,0.0,2,1,0,2,False,0.0
Nantong Zhineng Investment,GREEN_VC,GVC,0.0,4,2,4,0,False,0.0
Grape Arbor VC,GREEN_VC,GVC,0.0,6,1,3,3,True,0.0
Startup Campus,GREEN_VC,GVC,0.0,1,2,1,0,False,0.0
Grandeur Capital Holding,TRADITIONAL,OTHER,0.0,4,1,1,3,True,0.0
Granpool,GREEN_VC,IVC,0.0,2,1,2,0,False,0.0
AEC Angels,GREEN_VC,OTHER,0.0,5,2,4,1,True,0.0
Green Creators,GREEN_VC,IVC,0.0,2,1,2,0,False,0.0
GreenHouse Capital,GREEN_VC,GVC,0.0,5,1,4,1,True,0.0
RE Royalties,GREEN_VC,OTHER,0.0,1,2,1,0,False,0.0
Cleantech Camp,TRADITIONAL,OTHER,0.0,1,7,1,0,False,0.0
Vagn Sorensen,GREEN_VC,GVC,0.0,7,2,5,2,True,0.0
Grant McCargo,GREEN_VC,GVC,0.0,7,1,5,2,True,0.0
SmartInvest Ventures,TRADITIONAL,OTHER,0.0,2,2,2,0,False,0.0
Grant Canary,GREEN_VC,GVC,0.0,8,1,7,1,True,0.0
ARC Capital.,TRADITIONAL,CVC,0.0,2,2,1,1,True,0.0
GreenFi,GREEN_VC,GVC,0.0,2,1,0,2,False,0.0
Development Innovation Ventures,GREEN_VC,GVC,0.0,4,8,4,0,False,0.0
AGL Energy,GREEN_VC,GVC,0.0,1,3,1,0,False,0.0
Frutania,GREEN_VC,OTHER,0.0,5,1,3,2,True,0.0
Cox Cleantech,GREEN_VC,IVC,0.0,1,7,0,1,False,0.0
Hangzhou Wisdom Wealth-sharing investment,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
Hangzhou Zhengjing Private Equity Fund Management,GREEN_VC,GVC,0.0,5,1,5,0,False,0.0
Acacia Digital Holdings,TRADITIONAL,OTHER,0.0,4,2,3,1,True,0.0
Hanhai Investment,ESG_ALIGNED,OTHER,0.0,1,1,0,1,False,0.0
Hangzhou Zhaoheng Investment,GREEN_VC,GVC,0.0,3,1,3,0,False,0.0
Hangshi Equity Investment Fund Management,GREEN_VC,GVC,0.0,3,1,1,2,True,0.0
Fil Rouge Capital,GREEN_VC,IVC,0.0,1,2,0,0,False,0.0
Hamee,GREEN_VC,GVC,0.0,10,1,9,1,True,0.0
Hamilton Group LLC,TRADITIONAL,OTHER,0.0,8,1,2,6,True,0.0
Hampton Securities,TRADITIONAL,IVC,0.0,6,1,1,5,True,0.0
HanFuMeiYa,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Australian Federal Government,GREEN_VC,GVC,0.0,1,8,1,0,False,0.0
Fiil Good,GREEN_VC,GVC,0.0,2,2,1,1,True,0.0
Hacker Capital,GREEN_VC,IVC,0.0,2,1,1,1,True,0.0
HBM Holdings,TRADITIONAL,IVC,0.0,1,1,1,0,False,0.0
HBM Partners,TRADITIONAL,IVC,0.0,3,1,2,1,True,0.0
Leo Capital,TRADITIONAL,IVC,0.0,1,2,0,1,False,0.0
HD Korea Shipbuilding & Offshore Engineering,TRADITIONAL,GVC,0.0,1,1,0,1,False,0.0
HBB Ventures,GREEN_VC,IVC,0.0,2,1,2,0,False,0.0
Advanced Manufacturing Growth Centre,GREEN_VC,GVC,0.0,1,8,1,0,False,0.0
Hangzhou Puyang Investment,GREEN_VC,GVC,0.0,7,1,2,5,True,0.0
Brisbane Angels,TRADITIONAL,Angel_Network,0.0,3,3,2,1,True,0.0
Accelerate New York Seed Fund,GREEN_VC,OTHER,0.0,1,2,0,1,False,0.0
Paulos Holdings,GREEN_VC,GVC,0.0,13,2,10,3,True,0.0
Gokendo Holdings,GREEN_VC,GVC,0.0,6,1,3,3,True,0.0
Golar LNG,TRADITIONAL,GVC,0.0,5,1,3,2,True,0.0
Makhazen,GREEN_VC,GVC,0.0,8,2,3,4,True,0.0
Haluk Can Hür,GREEN_VC,GVC,0.0,9,1,6,3,True,0.0
Maj Invest,TRADITIONAL,OTHER,0.0,3,2,2,1,True,0.0
Halliburton,TRADITIONAL,CVC,0.0,5,1,4,1,True,0.0
Rice Alliance for Technology and Entrepreneurship,TRADITIONAL,GVC,0.0,1,7,1,0,False,0.0
Ernestas Petkevicius,GREEN_VC,GVC,0.0,5,2,3,2,True,0.0
Hangzhou Kaifu Private Equity Fund Management,GREEN_VC,OTHER,0.0,3,1,2,1,True,0.0
Haichuang Huikang Investment,GREEN_VC,GVC,0.0,2,1,0,2,False,0.0
Hambrecht Ventures,TRADITIONAL,OTHER,0.0,1,1,0,1,False,0.0
Hainan Sprout Capital,GREEN_VC,OTHER,0.0,2,1,2,0,False,0.0
Haixia Capital,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
Hainan Haide Industry,TRADITIONAL,GVC,0.0,4,1,3,1,True,0.0
Hambro Perks Acquisition,GREEN_VC,GVC,0.0,4,1,2,1,True,0.0
Paul Massara,GREEN_VC,GVC,0.0,4,2,2,2,True,0.0
Hangzhou Industrial Enterprise Investment Development Co.,TRADITIONAL,GVC,0.0,3,1,2,1,True,0.0
Erhan Bilici,GREEN_VC,GVC,0.0,19,2,11,8,True,0.0
HERO Impact Capital,GREEN_VC,OTHER,0.0,3,1,0,3,False,0.0
Helios Capital,GREEN_VC,GVC,0.0,4,1,2,2,True,0.0
HE holding,GREEN_VC,GVC,0.0,5,1,4,1,True,0.0
HJ Resources,GREEN_VC,GVC,0.0,11,1,7,4,True,0.0
e.bricks Ventures,GREEN_VC,GVC,0.0,4,2,3,1,True,0.0
Heikki Nousiainen,GREEN_VC,GVC,0.0,3,1,2,1,True,0.0
SHV Holdings,TRADITIONAL,OTHER,0.0,5,2,1,3,True,0.0
Heidelberg Partners,TRADITIONAL,OTHER,0.0,5,1,4,1,True,0.0
FNDX,TRADITIONAL,OTHER,0.0,3,2,1,2,True,0.0
Hefei XingTai Capital Management,GREEN_VC,GVC,0.0,3,1,3,0,False,0.0
FCP Innovacion SP,GREEN_VC,GVC,0.0,1,2,0,0,False,0.0
Mantas Mikuckas,TRADITIONAL,OTHER,0.0,5,2,4,1,True,0.0
Havel,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
Havfonn,GREEN_VC,IVC,0.0,7,1,5,2,True,0.0
Hawaii Angels,TRADITIONAL,Angel_Network,0.0,1,1,0,1,False,0.0
Hawaiian Electric Industries,TRADITIONAL,GVC,0.0,1,1,0,1,False,0.0
Portugal 2020,GREEN_VC,GVC,0.0,2,2,2,0,False,0.0
Haystack,GREEN_VC,GVC,0.0,3,1,2,1,True,0.0
eGarden Ventures,GREEN_VC,OTHER,0.0,3,2,1,2,True,0.0
Health Innovation Hub,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
AGV Invest,GREEN_VC,IVC,0.0,3,2,3,0,False,0.0
Heinrich Paravicini,GREEN_VC,GVC,0.0,5,1,5,0,False,0.0
HMS Development,TRADITIONAL,IVC,0.0,3,1,3,0,False,0.0
HMC Capital,GREEN_VC,GVC,0.0,4,1,3,1,True,0.0
Farmore Capital Group,GREEN_VC,GVC,0.0,9,2,3,4,True,0.0
Acciona,GREEN_VC,GVC,0.0,11,2,3,8,True,0.0
HF Mixing Group,TRADITIONAL,OTHER,0.0,5,1,2,3,True,0.0
Birdhouse,GREEN_VC,GVC,0.0,5,2,5,0,False,0.0
Gymshark Innovation Lab,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
H Drobetz Investments,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
HB Investment,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
H-Rise Hydrogen Energy,GREEN_VC,OTHER,0.0,3,1,2,1,True,0.0
H2SYS,GREEN_VC,OTHER,0.0,2,1,0,2,False,0.0
H-young Investment,TRADITIONAL,OTHER,0.0,9,1,8,1,True,0.0
Holystar,GREEN_VC,GVC,0.0,1,2,1,0,False,0.0
HK Tech 300,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
ChargeUp Accelerator,GREEN_VC,OTHER,0.0,1,7,0,1,False,0.0
Mahle,TRADITIONAL,GVC,0.0,1,2,1,0,False,0.0
Birla Institute of Technology and Science,TRADITIONAL,University_VC,0.0,2,2,2,0,False,0.0
Erich Wex,GREEN_VC,GVC,0.0,5,2,4,1,True,0.0
Sankei Building Company,TRADITIONAL,OTHER,0.0,6,2,3,3,True,0.0
Maine Venture Fund,GREEN_VC,GVC,0.0,3,2,1,2,True,0.0
Zijin Hi-Tech Venture Capital,GREEN_VC,GVC,0.0,4,2,3,1,True,0.0
HP,GREEN_VC,GVC,0.0,4,1,2,1,True,0.0
a-IDEA NAARM,GREEN_VC,OTHER,0.0,1,9,1,0,False,0.0
BNP Paribas Corporate and Institutional Banking,ESG_ALIGNED,Bank_VC,0.0,6,1,6,0,False,0.0
Liankang,GREEN_VC,GVC,0.0,4,1,2,2,True,0.0
Chongqing Yufu Assets Management Group,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
China Life Asset Management,TRADITIONAL,IVC,0.0,1,1,1,0,False,0.0
SoftTech Engineers,TRADITIONAL,OTHER,0.0,1,1,0,1,False,0.0
Chuou Denryoku Co.Ltd.,TRADITIONAL,GVC,0.0,2,1,1,1,True,0.0
China Reform Securities,TRADITIONAL,GVC,0.0,7,1,4,3,True,0.0
China Renaissance Capital Investment,TRADITIONAL,GVC,0.0,1,1,0,1,False,0.0
Chizhou Investment,TRADITIONAL,GVC,0.0,1,1,0,1,False,0.0
Galileo Venture,GREEN_VC,GVC,0.0,2,3,0,2,False,0.0
Sprint Ventures,TRADITIONAL,OTHER,0.0,4,1,2,1,True,0.0
Chongqing Environmental Fund,GREEN_VC,GVC,0.0,6,1,3,3,True,0.0
Chongqing Yulong Asset Management,GREEN_VC,GVC,0.0,2,1,2,0,False,0.0
Solidarity,GREEN_VC,OTHER,0.0,4,1,3,1,True,0.0
Chongqing Zehui Investment,GREEN_VC,GVC,0.0,4,1,1,3,True,0.0
Chongqing Three Gorges,GREEN_VC,GVC,0.0,3,1,1,2,True,0.0
China Reform Tus Fund,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
Chione Switzerland,GREEN_VC,GVC,0.0,11,1,3,8,True,0.0
Chingona Ventures,TRADITIONAL,OTHER,0.0,6,1,2,3,True,0.0
China Sciences Investment,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
China Steel,TRADITIONAL,GVC,0.0,3,1,2,1,True,0.0
China Unicom CICC Private Equity Investment Management  Co.,TRADITIONAL,GVC,0.0,3,1,1,2,True,0.0
Chione,GREEN_VC,GVC,0.0,2,1,2,0,False,0.0
China Investment Corporation,GREEN_VC,GVC,0.0,3,1,3,0,False,0.0
Spruce Capital Partners,GREEN_VC,IVC,0.0,5,1,4,1,True,0.0
China Impact Ventures,GREEN_VC,OTHER,0.0,1,1,1,0,False,0.0
Squad Capital,TRADITIONAL,IVC,0.0,3,1,2,1,True,0.0
Srijan Shetty,GREEN_VC,GVC,0.0,6,1,3,2,True,0.0
Christophe Birkeland,GREEN_VC,GVC,0.0,3,1,3,0,False,0.0
Christophe Fraise,GREEN_VC,GVC,0.0,8,1,5,3,True,0.0
Christophe Pechoux,GREEN_VC,GVC,0.0,6,1,3,3,True,0.0
Christopher Baron,GREEN_VC,GVC,0.0,4,1,3,1,True,0.0
Christopher Burghardt,GREEN_VC,GVC,0.0,7,1,6,1,True,0.0
Christophe Cervasel,GREEN_VC,GVC,0.0,7,1,4,3,True,0.0
Sri Myneni,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
Sreevathsa Prabhakar,GREEN_VC,GVC,0.0,7,1,3,4,True,0.0
China Minsheng Trust,GREEN_VC,GVC,0.0,5,1,4,1,True,0.0
China Merchants Bank,TRADITIONAL,GVC,0.0,2,1,1,1,True,0.0
China Nonferrous Metals Investment Fund,GREEN_VC,GVC,0.0,5,1,5,0,False,0.0
China Orient Asset Management,TRADITIONAL,OTHER,0.0,2,1,1,1,True,0.0
China Post Life Insurance,TRADITIONAL,GVC,0.0,4,1,3,1,True,0.0
China National High-tech Industry Investment,GREEN_VC,GVC,0.0,2,1,2,0,False,0.0
China Reform Financial Network,TRADITIONAL,GVC,0.0,3,1,2,1,True,0.0
China Galaxy Securities,TRADITIONAL,GVC,0.0,12,1,7,5,True,0.0
China Great Wall Asset Management,GREEN_VC,GVC,0.0,2,1,0,2,False,0.0
Square Associates,TRADITIONAL,OTHER,0.0,2,1,1,1,True,0.0
China Union Holdings,TRADITIONAL,GVC,0.0,3,1,0,3,False,0.0
Sprint Robotics,GREEN_VC,OTHER,0.0,3,1,2,1,True,0.0
Baobab Network,GREEN_VC,OTHER,0.0,2,3,1,1,True,0.0
Coconut Grove,TRADITIONAL,OTHER,0.0,3,1,0,3,False,0.0
Codols Finances,GREEN_VC,GVC,0.0,2,1,2,0,False,0.0
Srinivasa Farms,TRADITIONAL,OTHER,0.0,4,1,3,1,True,0.0
Sohin Shah,GREEN_VC,GVC,0.0,5,1,2,3,True,0.0
Coen van Oostrom,GREEN_VC,GVC,0.0,4,1,3,1,True,0.0
Cogent Ventures,TRADITIONAL,OTHER,0.0,3,1,1,2,True,0.0
Cogniphy,TRADITIONAL,Angel_Network,0.0,5,1,1,4,True,0.0
Soje Capital,TRADITIONAL,OTHER,0.0,10,1,6,4,True,0.0
Coca-Cola Consolidated,TRADITIONAL,CVC,0.0,5,1,2,2,True,0.0
Niels Ellwanger,GREEN_VC,GVC,0.0,7,1,6,1,True,0.0
Coben Ventures,TRADITIONAL,IVC,0.0,2,1,2,0,False,0.0
Solvay,GREEN_VC,GVC,0.0,5,1,3,2,True,0.0
Som Mittal,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
CoCoon Ignite Ventures,TRADITIONAL,OTHER,0.0,2,1,1,1,True,0.0
Coalition Capital,GREEN_VC,OTHER,0.0,4,1,2,2,True,0.0
Co-operators,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
Spring Star Capital,TRADITIONAL,IVC,0.0,1,1,1,0,False,0.0
Solana Ventures,GREEN_VC,IVC,0.0,6,1,4,2,True,0.0
Citic Environment Investment,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
CitizenX,ESG_ALIGNED,IVC,0.0,10,1,4,6,True,0.0
Codex Venture Partners,TRADITIONAL,OTHER,0.0,10,1,4,5,True,0.0
Cloverlay,TRADITIONAL,IVC,0.0,3,1,3,0,False,0.0
Société Générale de Promotion & de Financement Immobiliers,GREEN_VC,GVC,0.0,6,1,5,0,False,0.0
Clover Wolf Capital,TRADITIONAL,OTHER,0.0,2,1,0,2,False,0.0
China UnionPay,TRADITIONAL,GVC,0.0,2,1,2,0,False,0.0
China Electric Equipment Group,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Churchill Real Estate,TRADITIONAL,OTHER,0.0,3,1,0,3,False,0.0
CloudKitchens,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Cloud Toronto Venture Capital,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
Société Immobilière et Financière,GREEN_VC,GVC,0.0,3,1,2,1,True,0.0
Clint Carlson,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
Brook Capital,GREEN_VC,GVC,0.0,2,3,1,1,True,0.0
Climatebase,GREEN_VC,OTHER,0.0,3,3,2,1,True,0.0
Climate Innovative Vouchers,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
Socofe,GREEN_VC,GVC,0.0,3,1,3,0,False,0.0
Clear Sky Advisors,TRADITIONAL,OTHER,0.0,2,1,1,1,True,0.0
Barinaga y Alberdi,GREEN_VC,GVC,0.0,3,3,3,0,False,0.0
Cloudconnx Ltd,GREEN_VC,GVC,0.0,5,1,3,2,True,0.0
Sodexo US,TRADITIONAL,OTHER,0.0,1,1,0,1,False,0.0
Clearlake Capital Group,TRADITIONAL,IVC,0.0,4,1,2,2,True,0.0
Clever Capital,TRADITIONAL,OTHER,0.0,4,1,3,1,True,0.0
Sripriya Kalyanasundaram,GREEN_VC,GVC,0.0,7,1,5,2,True,0.0
Cloudflight,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Christoph Brütsch,GREEN_VC,GVC,0.0,8,1,5,3,True,0.0
Christine Vital,GREEN_VC,GVC,0.0,9,1,8,1,True,0.0
Christine Tsai,TRADITIONAL,OTHER,0.0,4,1,2,2,True,0.0
Eric Lamb,GREEN_VC,GVC,0.0,11,1,5,6,True,0.0
Ercan Solmaz,GREEN_VC,GVC,0.0,9,1,6,3,True,0.0
Erdem Holding,TRADITIONAL,GVC,0.0,8,1,6,2,True,0.0
Eric Klose,GREEN_VC,GVC,0.0,8,1,5,3,True,0.0
Sonny Singh,TRADITIONAL,OTHER,0.0,6,1,5,1,True,0.0
Eric Blattman,GREEN_VC,GVC,0.0,5,1,2,3,True,0.0
Sonoma,TRADITIONAL,OTHER,0.0,2,1,1,1,True,0.0
Eric Di Benedetto,GREEN_VC,GVC,0.0,5,1,3,1,True,0.0
Zhongying Venture Capital,GREEN_VC,GVC,0.0,1,3,1,0,False,0.0
Eric E. Carlson,TRADITIONAL,OTHER,0.0,3,1,1,2,True,0.0
Eric Bear,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Eugene Kreinin,TRADITIONAL,OTHER,0.0,4,1,4,0,False,0.0
Spot VC,GREEN_VC,IVC,0.0,2,1,0,2,False,0.0
Soo Investment Capital,GREEN_VC,GVC,0.0,9,1,2,7,True,0.0
Etienne Maugain,GREEN_VC,GVC,0.0,8,1,5,3,True,0.0
Etam Lingerie,TRADITIONAL,OTHER,0.0,11,1,4,6,True,0.0
Spirit Super,TRADITIONAL,GVC,0.0,3,1,2,1,True,0.0
Euan Blair,GREEN_VC,GVC,0.0,7,1,4,3,True,0.0
Euclidean Capital,GREEN_VC,OTHER,0.0,1,1,1,0,False,0.0
Eudore Boivin Tuiles de Parterre,GREEN_VC,GVC,0.0,3,1,2,1,True,0.0
Excell Partners,TRADITIONAL,OTHER,0.0,4,3,3,1,True,0.0
Erik Rosengren,TRADITIONAL,GVC,0.0,6,1,6,0,False,0.0
Erik Ålgård,GREEN_VC,GVC,0.0,6,1,5,1,True,0.0
Sonic Boom Ventures,TRADITIONAL,OTHER,0.0,6,1,5,1,True,0.0
Startup Oasis,TRADITIONAL,OTHER,0.0,1,2,0,1,False,0.0
Exponential Science,TRADITIONAL,OTHER,0.0,1,1,0,1,False,0.0
Existential Capital,TRADITIONAL,IVC,0.0,4,1,2,2,True,0.0
Evolution Trustees,TRADITIONAL,OTHER,0.0,7,1,5,2,True,0.0
North Ventures,TRADITIONAL,OTHER,0.0,7,3,6,1,True,0.0
Evora Global,GREEN_VC,OTHER,0.0,2,1,1,1,True,0.0
Excelledia Ventures,TRADITIONAL,IVC,0.0,1,1,1,0,False,0.0
Excellent One,GREEN_VC,GVC,0.0,10,1,9,1,True,0.0
Executive Forum Angels,TRADITIONAL,OTHER,0.0,3,1,0,3,False,0.0
Startup Monterey Bay,TRADITIONAL,University_VC,0.0,3,3,2,1,True,0.0
Deepak Jain,GREEN_VC,GVC,0.0,9,1,4,5,True,0.0
Rinkelberg Capital,TRADITIONAL,IVC,0.0,2,3,2,0,False,0.0
Soren Schroder,GREEN_VC,GVC,0.0,4,1,2,2,True,0.0
Eric Norlin,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Soria Futuro,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
TimeToAct Capital,GREEN_VC,OTHER,0.0,1,3,0,1,False,0.0
Sorven Capital,TRADITIONAL,OTHER,0.0,3,1,0,2,False,0.0
Spice Private Equity,TRADITIONAL,IVC,0.0,4,1,1,3,True,0.0
Sonen Capital,GREEN_VC,Impact_VC,0.0,4,1,3,0,False,0.0
Etosha Cave,GREEN_VC,GVC,0.0,6,1,5,1,True,0.0
NUMA,TRADITIONAL,OTHER,0.0,1,3,0,1,False,0.0
Accent Capital,TRADITIONAL,IVC,0.0,6,3,5,1,True,0.0
