investor,green_focus,investor_type,betweenness,degree,total_deals,n_green_neighbors,n_trad_neighbors,cross_type,bridge_score
Southland Industries,TRADITIONAL,OTHER,0.0,11,1,6,5,True,0.0
Christian Bezdeka,GREEN_VC,GVC,0.0,6,1,6,0,False,0.0
Chris Goodall,GREEN_VC,GVC,0.0,8,1,4,4,True,0.0
South Mississippi Angel Fund,TRADITIONAL,OTHER,0.0,4,1,3,1,True,0.0
South Lake One,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
Sparkasse Dortmund,TRADITIONAL,GVC,0.0,9,1,6,3,True,0.0
Chris Lake,TRADITIONAL,GVC,0.0,9,1,5,4,True,0.0
Chris Quinn,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
Christ & Company,TRADITIONAL,OTHER,0.0,5,1,4,1,True,0.0
Christian Berger,GREEN_VC,GVC,0.0,18,1,14,4,True,0.0
Chris Larsen,TRADITIONAL,OTHER,0.0,2,1,1,1,True,0.0
Christina Li,TRADITIONAL,OTHER,0.0,4,1,2,2,True,0.0
Soundslikeaplan,TRADITIONAL,OTHER,0.0,7,1,7,0,False,0.0
Spark Growth Ventures,TRADITIONAL,IVC,0.0,8,1,3,5,True,0.0
Christopher Muller,GREEN_VC,GVC,0.0,10,1,5,5,True,0.0
Christopher Slim,GREEN_VC,GVC,0.0,5,1,3,2,True,0.0
Christopher Wu,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
Chuangyuan High-tech Venture Capital,GREEN_VC,GVC,0.0,4,1,3,1,True,0.0
Chui Ventures,TRADITIONAL,OTHER,0.0,1,1,0,1,False,0.0
Srikanth Iyengar,GREEN_VC,GVC,0.0,3,1,2,1,True,0.0
Christian Couturier,GREEN_VC,GVC,0.0,3,1,3,0,False,0.0
Southland Holdings,TRADITIONAL,OTHER,0.0,9,1,7,2,True,0.0
Erol İren,TRADITIONAL,GVC,0.0,11,1,10,1,True,0.0
Christian Hülsewig,GREEN_VC,GVC,0.0,15,1,12,3,True,0.0
Ertan Wittwer,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Escola Gervasi,GREEN_VC,GVC,0.0,5,1,4,1,True,0.0
Estra,TRADITIONAL,GVC,0.0,3,1,2,1,True,0.0
Sophia Business Angels,TRADITIONAL,Angel_Network,0.0,4,1,2,2,True,0.0
Soraya Darabi,TRADITIONAL,OTHER,0.0,2,1,2,0,False,0.0
Estee Lauder,TRADITIONAL,GVC,0.0,2,1,1,1,True,0.0
Soumitra Dutta,GREEN_VC,GVC,0.0,12,1,7,5,True,0.0
Sparring Capital,ESG_ALIGNED,IVC,0.0,2,1,2,0,False,0.0
Deep30,GREEN_VC,GVC,0.0,3,1,1,2,True,0.0
Space Ventures Investors,TRADITIONAL,OTHER,0.0,4,1,3,1,True,0.0
Christian Wenger,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
Southern Angels,TRADITIONAL,Angel_Network,0.0,3,1,0,3,False,0.0
Southern California Gas Company Pension Plan,TRADITIONAL,GVC,0.0,1,1,1,0,False,0.0
Christian Schmalenbach,GREEN_VC,GVC,0.0,11,1,10,1,True,0.0
Christian Rokseth,GREEN_VC,GVC,0.0,6,1,5,1,True,0.0
Space Florida,GREEN_VC,GVC,0.0,11,1,3,8,True,0.0
Soyouz Capital,GREEN_VC,OTHER,0.0,3,1,1,2,True,0.0
Christian Oldendorff,TRADITIONAL,GVC,0.0,4,1,3,1,True,0.0
Christian Lagerling,GREEN_VC,GVC,0.0,4,1,2,2,True,0.0
SpringTide Ventures,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Solberget Invest,TRADITIONAL,IVC,0.0,4,1,1,3,True,0.0
Exponent Venture,TRADITIONAL,OTHER,0.0,6,1,2,4,True,0.0
Franz Schabmüller Group,GREEN_VC,GVC,0.0,6,3,2,4,True,0.0
Charles-Edouard Bouee,GREEN_VC,GVC,0.0,7,1,2,5,True,0.0
Charlie Cheever,TRADITIONAL,OTHER,0.0,6,1,2,4,True,0.0
Suomen Tavara ja Raha,GREEN_VC,GVC,0.0,4,1,3,1,True,0.0
Sunz Fund,GREEN_VC,GVC,0.0,6,1,0,6,False,0.0
Charm Ventures,TRADITIONAL,OTHER,0.0,8,1,5,3,True,0.0
Newion Investments,GREEN_VC,IVC,0.0,7,3,6,1,True,0.0
Chasella,TRADITIONAL,IVC,0.0,5,1,1,3,True,0.0
Susanne Porsche,GREEN_VC,GVC,0.0,4,1,3,1,True,0.0
Changzhou Junxing Dingwo Private Equity Fund Management,GREEN_VC,GVC,0.0,3,1,1,2,True,0.0
Susan Wu,GREEN_VC,GVC,0.0,15,1,4,11,True,0.0
City of Québec,GREEN_VC,GVC,0.0,4,1,4,0,False,0.0
Chaos Investment,TRADITIONAL,IVC,0.0,1,1,1,0,False,0.0
Surlamer Investments,ESG_ALIGNED,IVC,0.0,3,1,2,1,True,0.0
Chapmanbdsp,TRADITIONAL,IVC,0.0,4,1,3,1,True,0.0
Charles & Potomac Capital,TRADITIONAL,IVC,0.0,6,1,2,4,True,0.0
Changzhou Zhanxin Private Equity Fund Management,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
Changsha Chang Xin Investment Management,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
Chemolio Management,TRADITIONAL,OTHER,0.0,2,1,2,0,False,0.0
Chester Building Inspector,GREEN_VC,GVC,0.0,3,1,3,0,False,0.0
Chestnut Carbon,GREEN_VC,OTHER,0.0,1,1,1,0,False,0.0
Charles Smith,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Charles Seely,GREEN_VC,GVC,0.0,4,1,1,3,True,0.0
Supack Industries,TRADITIONAL,OTHER,0.0,3,1,1,2,True,0.0
Shenzhen Rurisheng Equity Investment,GREEN_VC,GVC,0.0,4,1,3,1,True,0.0
Subhkam Ventures,TRADITIONAL,IVC,0.0,5,1,3,2,True,0.0
Spin Ventures,TRADITIONAL,OTHER,0.0,2,3,2,0,False,0.0
Captra Capital,GREEN_VC,GVC,0.0,7,1,3,4,True,0.0
Carey Ransom,GREEN_VC,GVC,0.0,16,1,8,8,True,0.0
Shinhan Alternative Investment Management,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Superposition Venture Partners,GREEN_VC,IVC,0.0,2,1,1,1,True,0.0
Carla de Oliviera,GREEN_VC,GVC,0.0,13,1,7,6,True,0.0
Carlos Blanco,GREEN_VC,GVC,0.0,4,1,0,4,False,0.0
Caravelle,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
Carduelis Capital,TRADITIONAL,OTHER,0.0,22,1,18,4,True,0.0
CarboNexus,GREEN_VC,IVC,0.0,1,1,0,1,False,0.0
Carbon Clean,GREEN_VC,GVC,0.0,5,1,4,1,True,0.0
Carbon Streaming,GREEN_VC,OTHER,0.0,4,1,2,1,True,0.0
Carbon Ventures,GREEN_VC,IVC,0.0,1,1,1,0,False,0.0
SuperSeed,GREEN_VC,IVC,0.0,5,1,4,1,True,0.0
Cardiff Capital Region,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
Shenzhen Megmeet Electric Co.,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Cardoner Group,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Shenzhen Qianhai Yutaifeng Asset Management,GREEN_VC,GVC,0.0,8,1,6,2,True,0.0
Suqian Chanfa Venture Fund,GREEN_VC,GVC,0.0,5,1,4,1,True,0.0
Chevron Renewable Energy Group,GREEN_VC,CVC,0.0,2,1,2,0,False,0.0
Sunworks,TRADITIONAL,OTHER,0.0,5,1,2,3,True,0.0
Cem Sibay,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Sunny Sahay,GREEN_VC,GVC,0.0,7,1,3,4,True,0.0
Central China Securities,TRADITIONAL,GVC,0.0,1,1,1,0,False,0.0
Central Coast Angels,TRADITIONAL,Angel_Network,0.0,11,1,8,3,True,0.0
Shenzhen Yifeng Investment Management Enterprise,TRADITIONAL,IVC,0.0,5,1,3,2,True,0.0
Sunny Day Investments,TRADITIONAL,OTHER,0.0,10,1,6,4,True,0.0
Changjiang Securities Company,TRADITIONAL,GVC,0.0,1,1,1,0,False,0.0
Chaac Ventures,TRADITIONAL,IVC,0.0,6,1,4,2,True,0.0
01Booster,TRADITIONAL,OTHER,0.0,3,3,1,2,True,0.0
Shenzhen Zanlu Investment,GREEN_VC,GVC,0.0,4,1,3,1,True,0.0
Chang Chun Group,TRADITIONAL,GVC,0.0,6,1,4,2,True,0.0
Chang Development,GREEN_VC,IVC,0.0,1,1,1,0,False,0.0
Sherpa Ventures,GREEN_VC,IVC,0.0,3,1,3,0,False,0.0
Sunil Kumar Singhvi,GREEN_VC,GVC,0.0,4,1,3,1,True,0.0
Changchun FAWSN,TRADITIONAL,GVC,0.0,7,1,5,2,True,0.0
Changfeng Huixin,GREEN_VC,GVC,0.0,9,1,7,2,True,0.0
Chang Lan Technology Group,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
Sherry Ventures,TRADITIONAL,IVC,0.0,5,1,4,1,True,0.0
Champion Iron,TRADITIONAL,GVC,0.0,1,1,0,1,False,0.0
Chad Hathaway,GREEN_VC,GVC,0.0,9,1,6,3,True,0.0
Cematrix,GREEN_VC,GVC,0.0,2,1,2,0,False,0.0
Suno Growth,GREEN_VC,GVC,0.0,5,1,2,3,True,0.0
China Aerospace Science and Industry,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
Sunsea Parking,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Shenzhen Tongxuecun Venture Capital,GREEN_VC,GVC,0.0,5,1,5,0,False,0.0
nd Industrial Investment,GREEN_VC,GVC,0.0,1,3,0,1,False,0.0
Chenyi Capital,TRADITIONAL,OTHER,0.0,2,1,0,2,False,0.0
Chemours,TRADITIONAL,GVC,0.0,2,1,1,1,True,0.0
SungWoo Hightec,TRADITIONAL,OTHER,0.0,4,1,4,0,False,0.0
20 Fund,GREEN_VC,GVC,0.0,4,3,3,1,True,0.0
Chengding Chuangfu Investment,GREEN_VC,GVC,0.0,9,1,2,7,True,0.0
Shield Capital,TRADITIONAL,IVC,0.0,2,1,0,2,False,0.0
Chengdu Santai Holding Group Company,TRADITIONAL,GVC,0.0,1,1,1,0,False,0.0
Sunfly Intelligent Technology,GREEN_VC,OTHER,0.0,2,1,2,0,False,0.0
Chengdu Venture Capital Group,GREEN_VC,GVC,0.0,4,1,2,2,True,0.0
Chengxin VC,TRADITIONAL,OTHER,0.0,2,1,1,1,True,0.0
ShiftAltCap,TRADITIONAL,IVC,0.0,5,1,3,2,True,0.0
Changsanhe Holdings Group,TRADITIONAL,GVC,0.0,2,1,2,0,False,0.0
Centre Capital Développement,GREEN_VC,GVC,0.0,7,1,5,2,True,0.0
Centre National de la Recherche Scientifique,GREEN_VC,GVC,0.0,3,1,3,0,False,0.0
Shin Shin International Holdings,TRADITIONAL,OTHER,0.0,2,1,0,2,False,0.0
Sunbelt Rentals Holdings,TRADITIONAL,GVC,0.0,3,1,1,2,True,0.0
Sungrow Power Supply,GREEN_VC,GVC,0.0,5,1,2,3,True,0.0
Capita3,GREEN_VC,IVC,0.0,2,1,1,1,True,0.0
Capillary,GREEN_VC,GVC,0.0,2,1,2,0,False,0.0
Subin Mitra,GREEN_VC,GVC,0.0,9,1,4,5,True,0.0
Civic Ventures,GREEN_VC,OTHER,0.0,1,1,1,0,False,0.0
Civinity,TRADITIONAL,OTHER,0.0,3,1,1,2,True,0.0
Claes Ekstrom,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
Claesson & Anderzen,TRADITIONAL,OTHER,0.0,5,1,2,2,True,0.0
Shivam Mishra,TRADITIONAL,OTHER,0.0,2,1,1,1,True,0.0
Stripes,TRADITIONAL,IVC,0.0,3,1,0,3,False,0.0
Shinhan Bank,TRADITIONAL,Bank_VC,0.0,4,1,3,1,True,0.0
Claire Technologies,TRADITIONAL,OTHER,0.0,4,1,1,3,True,0.0
Claes Hemberg,GREEN_VC,GVC,0.0,6,1,5,1,True,0.0
Sun Capital,TRADITIONAL,IVC,0.0,7,1,1,5,True,0.0
China Capital Zhongcai Fund Management,GREEN_VC,GVC,0.0,8,1,5,3,True,0.0
Catalysr,TRADITIONAL,OTHER,0.0,2,3,1,1,True,0.0
Sun & Tree Asset Management,GREEN_VC,OTHER,0.0,3,1,1,2,True,0.0
Casago Holdings,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Cary Pinkowski,GREEN_VC,GVC,0.0,7,1,4,3,True,0.0
Shinko Shoji,GREEN_VC,GVC,0.0,5,1,3,2,True,0.0
Carsten Puschmann,GREEN_VC,GVC,0.0,9,1,5,4,True,0.0
Carsten Maschmeyer,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Carsten Mahler,GREEN_VC,GVC,0.0,5,1,5,0,False,0.0
Shinmei Holdings,TRADITIONAL,GVC,0.0,1,1,0,1,False,0.0
CivicConnect,GREEN_VC,OTHER,0.0,2,1,1,1,True,0.0
VCFuel,GREEN_VC,GVC,0.0,13,4,10,3,True,0.0
Carmanah,GREEN_VC,OTHER,0.0,1,1,0,1,False,0.0
Claudia Zeisberger,TRADITIONAL,OTHER,0.0,4,1,2,2,True,0.0
Cider Holding,TRADITIONAL,OTHER,0.0,3,2,2,1,True,0.0
Sissili,GREEN_VC,GVC,0.0,5,1,4,1,True,0.0
Cindicates,GREEN_VC,IVC,0.0,3,1,2,1,True,0.0
Circap,TRADITIONAL,IVC,0.0,3,1,2,1,True,0.0
Circularis Partners,GREEN_VC,OTHER,0.0,6,1,2,4,True,0.0
Circle Ventures,TRADITIONAL,OTHER,0.0,2,1,1,1,True,0.0
Sumitomo Shigeru,TRADITIONAL,GVC,0.0,4,1,3,1,True,0.0
Circular Capital,GREEN_VC,OTHER,0.0,4,1,1,3,True,0.0
Shinyoung Securities,TRADITIONAL,OTHER,0.0,7,1,3,4,True,0.0
Ship As A Service,GREEN_VC,OTHER,0.0,1,1,1,0,False,0.0
Clark Freifeld,GREEN_VC,GVC,0.0,5,1,5,0,False,0.0
Clark Landry,GREEN_VC,GVC,0.0,5,1,2,3,True,0.0
Sumit Gupta,GREEN_VC,GVC,0.0,10,1,1,9,True,0.0
Claudia Olsson,GREEN_VC,GVC,0.0,5,1,3,2,True,0.0
AceleraLatam,TRADITIONAL,OTHER,0.0,1,4,1,0,False,0.0
Sumisho Coal,TRADITIONAL,GVC,0.0,4,1,4,0,False,0.0
Clean Cooking Alliance,GREEN_VC,GVC,0.0,2,1,2,0,False,0.0
Clean Energy Institute,GREEN_VC,GVC,0.0,3,1,3,0,False,0.0
Clean Energy Invest,GREEN_VC,GVC,0.0,7,1,6,1,True,0.0
Style with Substance Ventures,GREEN_VC,IVC,0.0,1,1,1,0,False,0.0
Catalyst Financial,GREEN_VC,GVC,0.0,4,1,4,0,False,0.0
Shomik Dutta,GREEN_VC,GVC,0.0,5,1,4,1,True,0.0
Cathexis Holdings,TRADITIONAL,OTHER,0.0,2,1,2,0,False,0.0
Cathy Fortune Corporation,GREEN_VC,GVC,0.0,4,1,1,2,True,0.0
Cats.VC,TRADITIONAL,OTHER,0.0,5,1,4,1,True,0.0
Caucasus Ventures,TRADITIONAL,OTHER,0.0,3,1,1,1,True,0.0
Carlos de Barros,TRADITIONAL,OTHER,0.0,6,1,3,3,True,0.0
Sui Cheah,GREEN_VC,GVC,0.0,15,1,9,6,True,0.0
Capital K,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Suffice International Limited,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Capitale Energia,GREEN_VC,GVC,0.0,4,1,2,2,True,0.0
Shmuel Harlap,GREEN_VC,GVC,0.0,4,1,3,1,True,0.0
Shobhit Shukla,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Sudarshan Ravi,GREEN_VC,GVC,0.0,7,1,4,3,True,0.0
Skalata Ventures,GREEN_VC,IVC,0.0,4,3,0,3,False,0.0
Capstone Power,GREEN_VC,OTHER,0.0,3,1,2,1,True,0.0
Capital Grand Est,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
Capital Creek Partners,TRADITIONAL,IVC,0.0,4,1,0,4,False,0.0
CapAleph Advisors India,TRADITIONAL,OTHER,0.0,1,1,0,1,False,0.0
Cape Capital,TRADITIONAL,IVC,0.0,2,1,2,0,False,0.0
Styx Urban Investments,GREEN_VC,OTHER,0.0,2,1,1,1,True,0.0
Cape Town,TRADITIONAL,GVC,0.0,3,1,2,1,True,0.0
Sujit Tadparthi,GREEN_VC,GVC,0.0,5,1,3,2,True,0.0
Catherine Carrick,GREEN_VC,GVC,0.0,3,1,2,1,True,0.0
Carnelian Energy Capital,TRADITIONAL,IVC,0.0,5,1,1,4,True,0.0
Cathay Venture,GREEN_VC,GVC,0.0,5,1,3,2,True,0.0
Shraga Meckel,GREEN_VC,GVC,0.0,11,1,7,4,True,0.0
Caroline Keeling,GREEN_VC,GVC,0.0,2,1,2,0,False,0.0
Sturgess Holdings,TRADITIONAL,OTHER,0.0,4,1,1,2,True,0.0
Skytrace Capital,GREEN_VC,GVC,0.0,4,3,3,1,True,0.0
Carrick Capital Partners,TRADITIONAL,IVC,0.0,3,1,2,1,True,0.0
Catalyst by Wellstar,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
Shuangta Food,TRADITIONAL,OTHER,0.0,2,1,0,2,False,0.0
Cebon,TRADITIONAL,IVC,0.0,4,1,2,2,True,0.0
Stuart Dyble,GREEN_VC,GVC,0.0,5,1,3,2,True,0.0
Cedarlake Capital,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Cavit Oral,TRADITIONAL,OTHER,0.0,11,1,10,1,True,0.0
Shuimu Xingchuang,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
Showa Shell Sekiyu,TRADITIONAL,CVC,0.0,6,1,5,1,True,0.0
Celeste,GREEN_VC,GVC,0.0,5,1,1,4,True,0.0
Cedric Dycker,TRADITIONAL,OTHER,0.0,4,1,3,1,True,0.0
ASAP Accelerator,GREEN_VC,OTHER,0.0,1,3,1,0,False,0.0
Catalyze,GREEN_VC,IVC,0.0,2,1,1,1,True,0.0
Shougang Group,GREEN_VC,GVC,0.0,10,1,4,6,True,0.0
Cavendish Impact Capital,GREEN_VC,Impact_VC,0.0,7,1,4,3,True,0.0
Skyman Ventures,TRADITIONAL,OTHER,0.0,15,1,7,8,True,0.0
Explorer Investments,TRADITIONAL,IVC,0.0,4,1,4,0,False,0.0
Chad MacDonald,GREEN_VC,GVC,0.0,12,1,5,6,True,0.0
Sebastian Pollok,GREEN_VC,GVC,0.0,5,1,3,2,True,0.0
Takeoff Accelerator,TRADITIONAL,OTHER,0.0,1,1,0,1,False,0.0
Takashima,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
Tau Capital,GREEN_VC,OTHER,0.0,1,3,1,0,False,0.0
Faraday&Future,GREEN_VC,OTHER,0.0,5,1,3,2,True,0.0
Far Ventures,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
Far East Horizon,GREEN_VC,GVC,0.0,3,1,1,2,True,0.0
Taifeng Shenghe,GREEN_VC,GVC,0.0,9,1,6,3,True,0.0
Fangxin Capital,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
Family Angel Management Fund,TRADITIONAL,OTHER,0.0,4,1,0,4,False,0.0
Falthead County,TRADITIONAL,GVC,0.0,3,1,3,0,False,0.0
Fabelsi,GREEN_VC,IVC,0.0,2,1,1,1,True,0.0
TaiAn Technologies Corporation,GREEN_VC,OTHER,0.0,3,1,1,2,True,0.0
Tadas Navickas,GREEN_VC,GVC,0.0,22,1,17,5,True,0.0
Fairpoint Capital,GREEN_VC,IVC,0.0,1,1,1,0,False,0.0
Fairstead,GREEN_VC,OTHER,0.0,5,1,4,1,True,0.0
Fairstead Ventures,GREEN_VC,OTHER,0.0,5,1,4,1,True,0.0
Sankonline,TRADITIONAL,CVC,0.0,5,3,3,2,True,0.0
FalconX Delta,TRADITIONAL,OTHER,0.0,4,1,2,2,True,0.0
Tactico,TRADITIONAL,OTHER,0.0,1,1,0,1,False,0.0
Falko,TRADITIONAL,OTHER,0.0,11,1,4,7,True,0.0
Tama,GREEN_VC,GVC,0.0,4,1,1,3,True,0.0
Scott Hataway,TRADITIONAL,OTHER,0.0,4,1,2,2,True,0.0
Scott Goodman,GREEN_VC,GVC,0.0,3,1,2,1,True,0.0
Dominor,TRADITIONAL,IVC,0.0,5,1,2,3,True,0.0
Dirk Hoke,GREEN_VC,GVC,0.0,8,1,6,2,True,0.0
Dirk Owerfeldt,GREEN_VC,GVC,0.0,9,1,8,0,False,0.0
Tamkeen Investments,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
Tamkeen,GREEN_VC,GVC,0.0,2,1,2,0,False,0.0
Direct Consulting AS,TRADITIONAL,OTHER,0.0,22,1,18,4,True,0.0
Dingjukunhua,GREEN_VC,GVC,0.0,3,1,2,1,True,0.0
Dock 5 Ventures,GREEN_VC,OTHER,0.0,1,1,1,0,False,0.0
Tamiva Ventures,TRADITIONAL,Angel_Network,0.0,1,1,1,0,False,0.0
L'Oreal,TRADITIONAL,GVC,0.0,3,3,1,1,True,0.0
Dongxu Group,TRADITIONAL,OTHER,0.0,10,1,5,5,True,0.0
Tamer Fund for Social Ventures,GREEN_VC,GVC,0.0,9,1,3,6,True,0.0
Scott Friedman,TRADITIONAL,OTHER,0.0,2,1,1,1,True,0.0
Doosan,TRADITIONAL,GVC,0.0,2,1,1,1,True,0.0
Dorchester Capital Acquisition,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Donald Skinner,GREEN_VC,GVC,0.0,15,1,9,6,True,0.0
Dolfin Capital,TRADITIONAL,OTHER,0.0,1,1,1,0,False,0.0
Dominic DiMare,GREEN_VC,GVC,0.0,11,1,7,4,True,0.0
Dong He Capital,GREEN_VC,GVC,0.0,9,1,6,3,True,0.0
Tamarisc Ventures,GREEN_VC,IVC,0.0,12,1,5,6,True,0.0
Falcon Capital,TRADITIONAL,OTHER,0.0,8,1,8,0,False,0.0
Sebastian Knutsson,GREEN_VC,GVC,0.0,7,1,3,4,True,0.0
Fc Centripetal,TRADITIONAL,OTHER,0.0,5,1,1,4,True,0.0
FEI OGEF,GREEN_VC,GVC,0.0,3,1,3,0,False,0.0
West Virginia University,TRADITIONAL,University_VC,0.0,1,3,1,0,False,0.0
FCHInvest,GREEN_VC,GVC,0.0,4,1,4,0,False,0.0
Taizhou State-owned Capital Operation Group Co.,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
FG Investments,TRADITIONAL,OTHER,0.0,10,1,6,4,True,0.0
FINK,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
Sean Behr,TRADITIONAL,OTHER,0.0,4,1,2,1,True,0.0
Pearl Gray Equity Partners,TRADITIONAL,IVC,0.0,3,3,1,2,True,0.0
Ezekiel Sanchez,GREEN_VC,GVC,0.0,5,1,4,1,True,0.0
Sean Percival,TRADITIONAL,OTHER,0.0,4,1,2,2,True,0.0
Sean Plaice,TRADITIONAL,OTHER,0.0,4,1,2,1,True,0.0
FAMAE,GREEN_VC,GVC,0.0,7,1,5,2,True,0.0
L'Agence Nationale de la Recherche,GREEN_VC,GVC,0.0,1,3,1,0,False,0.0
F.C.C.,GREEN_VC,GVC,0.0,5,1,3,2,True,0.0
Season Two Ventures,TRADITIONAL,IVC,0.0,6,1,4,2,True,0.0
F2 Venture Capital,ESG_ALIGNED,IVC,0.0,5,1,4,1,True,0.0
F50,TRADITIONAL,OTHER,0.0,1,1,0,1,False,0.0
F6 Ventures,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Seaspan International,TRADITIONAL,GVC,0.0,2,1,2,0,False,0.0
FJ Management,TRADITIONAL,OTHER,0.0,3,1,1,2,True,0.0
Daocin Capital,GREEN_VC,OTHER,0.0,2,3,1,1,True,0.0
Tajori,GREEN_VC,GVC,0.0,7,1,4,3,True,0.0
Federal Emergency Management Agency,TRADITIONAL,GVC,0.0,1,1,1,0,False,0.0
FCR,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
Taikang Asset Management,GREEN_VC,OTHER,0.0,4,1,3,1,True,0.0
Felix Charif-Schaal,GREEN_VC,GVC,0.0,8,1,5,3,True,0.0
Felix Mielke,TRADITIONAL,OTHER,0.0,8,2,7,1,True,0.0
Felix Porsche,GREEN_VC,GVC,0.0,4,1,3,1,True,0.0
Taizhou City Construction Investment and Development Group,TRADITIONAL,GVC,0.0,9,1,3,6,True,0.0
Feliks Eyser,GREEN_VC,GVC,0.0,9,1,8,0,False,0.0
Fairatmos Strategic Angels,TRADITIONAL,OTHER,0.0,4,1,2,2,True,0.0
HuaXia HengTian,GREEN_VC,GVC,0.0,3,3,0,3,False,0.0
Farmhouse Capital,GREEN_VC,IVC,0.0,2,1,2,0,False,0.0
Danpower,TRADITIONAL,GVC,0.0,2,3,1,1,True,0.0
Farooq Abbasi,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
Farview Equity Partners,TRADITIONAL,IVC,0.0,2,1,2,0,False,0.0
Farys Solar,GREEN_VC,GVC,0.0,7,1,6,1,True,0.0
Takamiya,GREEN_VC,GVC,0.0,3,1,0,3,False,0.0
Fassa Bortolo,TRADITIONAL,GVC,0.0,1,1,1,0,False,0.0
Faster,TRADITIONAL,OTHER,0.0,1,1,0,1,False,0.0
FairMoove,GREEN_VC,OTHER,0.0,4,1,2,2,True,0.0
Fair By Design,GREEN_VC,OTHER,0.0,2,1,2,0,False,0.0
Fahrion Group Investments,TRADITIONAL,OTHER,0.0,6,1,3,3,True,0.0
Diputación Foral de Bizkaia,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
TechOne Venture Capital,TRADITIONAL,OTHER,0.0,3,1,3,0,False,0.0
Takeoff Partners,TRADITIONAL,IVC,0.0,1,1,0,1,False,0.0
Deeptech Ventures,ESG_ALIGNED,IVC,0.0,3,1,2,1,True,0.0
Samworth Brothers,TRADITIONAL,OTHER,0.0,1,1,0,1,False,0.0
Defined,GREEN_VC,IVC,0.0,1,1,1,0,False,0.0
William Herman,TRADITIONAL,GVC,0.0,5,3,3,2,True,0.0
Samyang Chemical Group,TRADITIONAL,OTHER,0.0,3,1,2,1,True,0.0
Department of Energy and Climate Change,GREEN_VC,GVC,0.0,2,1,1,1,True,0.0
Praxis,TRADITIONAL,OTHER,0.0,2,3,2,0,False,0.0
Sancta Capital,TRADITIONAL,IVC,0.0,2,1,0,2,False,0.0
Texas Medical Center,TRADITIONAL,GVC,0.0,2,1,2,0,False,0.0
Sandiip Bhammer,TRADITIONAL,OTHER,0.0,12,1,8,4,True,0.0
Santa Barbara,GREEN_VC,GVC,0.0,1,1,0,1,False,0.0
Terry Boston,GREEN_VC,GVC,0.0,3,1,0,3,False,0.0
Sanjay Wadhwa,GREEN_VC,GVC,0.0,7,1,5,2,True,0.0
Department of Business,GREEN_VC,GVC,0.0,1,1,1,0,False,0.0
Hessen Kapital,GREEN_VC,GVC,0.0,3,3,2,1,True,0.0
Denso Corporate Ventures,TRADITIONAL,CVC,0.0,3,1,2,1,True,0.0
Denis Asia Pacific,GREEN_VC,OTHER,0.0,2,1,2,0,False,0.0
Duran Sarıkaya,GREEN_VC,GVC,0.0,11,1,9,2,True,0.0
Dingju Maohua,GREEN_VC,GVC,0.0,3,1,2,1,True,0.0
Dingman Center Angels,TRADITIONAL,Angel_Network,0.0,1,1,1,0,False,0.0
Dejun Capital,TRADITIONAL,OTHER,0.0,6,1,2,4,True,0.0
Thai Okawa,GREEN_VC,GVC,0.0,7,1,3,4,True,0.0
Dragonfly Capital,TRADITIONAL,OTHER,0.0,7,1,3,4,True,0.0
